seed,difficulty_gap,budget_frac,method,mean_irr,std_irr,b_rho,selected_w
1,4.0,0.7,recency,0.2253955124656326,0.07039549829116594,0.8644970247266697,3.0
1,4.0,0.7,topk,0.18179796955597988,0.05468796121549087,0.8644970247266697,3.0
1,4.0,0.7,fisher,0.2221630289179491,0.07531085040265051,0.8644970247266697,3.0
1,4.0,0.7,adirt,0.23322463432386212,0.074555793869366,0.8644970247266697,3.0
1,5.0,0.1,uniform,0.08800800617971817,0.02712311414556989,0.8872078117766267,-2.0
1,5.0,0.1,recency,0.08520615715294817,0.02970312474650843,0.8872078117766267,-2.0
1,5.0,0.1,topk,0.02520666251071558,0.01043510612789579,0.8872078117766267,-2.0
1,5.0,0.1,fisher,0.0829591247766758,0.03306714532044355,0.8872078117766267,-2.0
1,5.0,0.1,adirt,0.08418439063368731,0.03160792705166916,0.8872078117766267,-2.0
1,5.0,0.2,uniform,0.15032568891512477,0.04780240665805725,0.8872078117766267,-2.0
1,5.0,0.2,recency,0.15453460935305885,0.052292850179764636,0.8872078117766267,-2.0
1,5.0,0.2,topk,0.04252467955543194,0.011192640785398963,0.8872078117766267,-2.0
1,5.0,0.2,fisher,0.15285394771052277,0.051251227492321354,0.8872078117766267,-2.0
1,5.0,0.2,adirt,0.15577015164913266,0.049261841915502674,0.8872078117766267,-2.0
1,5.0,0.3,uniform,0.16068991834967522,0.045955933298059616,0.8872078117766267,-2.0
1,5.0,0.3,recency,0.16512805692798047,0.05262295177670198,0.8872078117766267,-2.0
1,5.0,0.3,topk,0.06644034928860407,0.018981301446579318,0.8872078117766267,-2.0
1,5.0,0.3,fisher,0.16168660691367387,0.04910796372313896,0.8872078117766267,-2.0
1,5.0,0.3,adirt,0.16784103636498968,0.05430063885132518,0.8872078117766267,-2.0
1,5.0,0.5,uniform,0.17598077727538858,0.050439633736205,0.8872078117766267,-2.0
1,5.0,0.5,recency,0.17531579239393633,0.050938985456930964,0.8872078117766267,-2.0
1,5.0,0.5,topk,0.10196113054654896,0.02830996818052959,0.8872078117766267,-2.0
1,5.0,0.5,fisher,0.17535401130824796,0.05373095063400894,0.8872078117766267,-2.0
1,5.0,0.5,adirt,0.17996243975599652,0.05280571165329568,0.8872078117766267,-2.0
1,5.0,0.7,uniform,0.18488552731740548,0.0541907323819816,0.8872078117766267,-2.0
1,5.0,0.7,recency,0.18183018847906188,0.051872837736479355,0.8872078117766267,-2.0
1,5.0,0.7,topk,0.1399999763872361,0.03890553795046578,0.8872078117766267,-2.0
1,5.0,0.7,fisher,0.1837600403275678,0.05491283043435809,0.8872078117766267,-2.0
1,5.0,0.7,adirt,0.18474595935188262,0.05355449186903098,0.8872078117766267,-2.0
2,1.0,0.1,uniform,0.03527591841180728,0.0316715734893648,0.4560916675140787,-1.0
2,1.0,0.1,recency,0.031235709553428425,0.022926797463219288,0.4560916675140787,-1.0
2,1.0,0.1,topk,0.02601475308208794,0.01673149290346483,0.4560916675140787,-1.0
2,1.0,0.1,fisher,0.02802853347833259,0.02011474008852635,0.4560916675140787,-1.0
2,1.0,0.1,adirt,0.03523823211953626,0.021784870623846386,0.4560916675140787,-1.0
2,1.0,0.2,uniform,0.06014744997022971,0.04379735754916097,0.4560916675140787,-1.0
2,1.0,0.2,recency,0.05287654959024337,0.033137638417534546,0.4560916675140787,-1.0
2,1.0,0.2,topk,0.04150840832946499,0.02512228673677206,0.4560916675140787,-1.0
2,1.0,0.2,fisher,0.060591980859667785,0.04024019437636012,0.4560916675140787,-1.0
2,1.0,0.2,adirt,0.05799056961527634,0.027818655978758003,0.4560916675140787,-1.0
2,1.0,0.3,uniform,0.07181449613166414,0.05067318404849245,0.4560916675140787,-1.0
2,1.0,0.3,recency,0.06528176688726979,0.04063258725194043,0.4560916675140787,-1.0
2,1.0,0.3,topk,0.056025048770014886,0.028866474251043266,0.4560916675140787,-1.0
2,1.0,0.3,fisher,0.07381961878256708,0.043091526063907225,0.4560916675140787,-1.0
2,1.0,0.3,adirt,0.07301166892663197,0.035182980490991674,0.4560916675140787,-1.0
2,1.0,0.5,uniform,0.100524440459739,0.05322250493712851,0.4560916675140787,-1.0
2,1.0,0.5,recency,0.09167180570698442,0.04927059877219417,0.4560916675140787,-1.0
2,1.0,0.5,topk,0.07720755891279965,0.035874740431333124,0.4560916675140787,-1.0
2,1.0,0.5,fisher,0.09166208377073157,0.05242887937374464,0.4560916675140787,-1.0
2,1.0,0.5,adirt,0.09847346907819535,0.046199269124984996,0.4560916675140787,-1.0
2,1.0,0.7,uniform,0.11775785682788206,0.05328547696762781,0.4560916675140787,-1.0
2,1.0,0.7,recency,0.10634305467269214,0.05339181608140814,0.4560916675140787,-1.0
2,1.0,0.7,topk,0.10541597054251998,0.045791583409775134,0.4560916675140787,-1.0
2,1.0,0.7,fisher,0.1023322327684733,0.0507960068191176,0.4560916675140787,-1.0
2,1.0,0.7,adirt,0.1101323325212599,0.04864266794455792,0.4560916675140787,-1.0
2,2.0,0.1,uniform,0.10800560747496339,0.06929431155463416,0.6750509984852364,3.0
2,2.0,0.1,recency,0.0815522375081881,0.04751370426720393,0.6750509984852364,3.0
2,2.0,0.1,topk,0.05025427281234297,0.03385580120133482,0.6750509984852364,3.0
2,2.0,0.1,fisher,0.07458844759019953,0.043140444804355325,0.6750509984852364,3.0
2,2.0,0.1,adirt,0.08033189719706525,0.049304462330564514,0.6750509984852364,3.0
2,2.0,0.2,uniform,0.162242934905841,0.0859747918254107,0.6750509984852364,3.0
2,2.0,0.2,recency,0.171602231987522,0.08409981936814535,0.6750509984852364,3.0
2,2.0,0.2,topk,0.08082502226212576,0.04161554134190178,0.6750509984852364,3.0
2,2.0,0.2,fisher,0.1528616483701476,0.06629504495661813,0.6750509984852364,3.0
2,2.0,0.2,adirt,0.17211791683197922,0.08013030271310052,0.6750509984852364,3.0
2,2.0,0.3,uniform,0.18874510381049858,0.094419444915022,0.6750509984852364,3.0
2,2.0,0.3,recency,0.19414701379978686,0.08723369158192554,0.6750509984852364,3.0
2,2.0,0.3,topk,0.11415977315341634,0.05850854084651829,0.6750509984852364,3.0
2,2.0,0.3,fisher,0.1864122286210621,0.08547898574358795,0.6750509984852364,3.0
2,2.0,0.3,adirt,0.18484653629457817,0.08215137846185526,0.6750509984852364,3.0
2,2.0,0.5,uniform,0.2261554641420187,0.09544258168866979,0.6750509984852364,3.0
2,2.0,0.5,recency,0.22250693558731977,0.09244278315545594,0.6750509984852364,3.0
2,2.0,0.5,topk,0.16145205026185824,0.07615421461125671,0.6750509984852364,3.0
2,2.0,0.5,fisher,0.21916633939901273,0.09149486643319674,0.6750509984852364,3.0
2,2.0,0.5,adirt,0.22014936779248634,0.09095606929181896,0.6750509984852364,3.0
2,2.0,0.7,uniform,0.24618405545490013,0.09700687041030459,0.6750509984852364,3.0
2,2.0,0.7,recency,0.23464182555433144,0.09345516978441039,0.6750509984852364,3.0
2,2.0,0.7,topk,0.2018558732631571,0.08418469752140499,0.6750509984852364,3.0
2,2.0,0.7,fisher,0.23334555472881618,0.0967182910774858,0.6750509984852364,3.0
2,2.0,0.7,adirt,0.24159383622385655,0.09554225045163946,0.6750509984852364,3.0
2,3.0,0.1,uniform,0.08582801539029423,0.051500454325652055,0.8207780849743271,-2.0
2,3.0,0.1,recency,0.07318823749520095,0.038473539836084696,0.8207780849743271,-2.0
2,3.0,0.1,topk,0.02845744341613104,0.01974608098783233,0.8207780849743271,-2.0
2,3.0,0.1,fisher,0.07355133865096483,0.045072994993666564,0.8207780849743271,-2.0
